Job Title,Total Cash Compensation,Base Pay,Overtime,Year,HourlyRate,Hours Worked Overtime,Stress Level,Job Title Encoded
Police Officer,179444.61,151673.6,1580.66,2023,72.92,21.676631925397697,Medium Stress,58
Police Officer,179343.23,114770.4,49029.13,2023,55.17807692307692,888.5617755100618,High Stress,58
Senr Engineer,179145.64,171571.08,0.0,2023,82.48609615384615,0.0,Low Stress,76
Fire Engineer,179127.59,157370.85,17307.44,2023,75.6590625,228.75567616238965,Medium Stress,27
Fire Engineer,179077.3,157370.85,11216.39,2023,75.6590625,148.24912745911965,Medium Stress,27
Fire Fighter,179058.6,107112.49,53882.89,2023,51.49638942307693,1046.3430660607366,High Stress,28
Police Officer,179043.12,151673.6,0.0,2023,72.92,0.0,Low Stress,58
Senr Engineer,179034.81,173182.68,0.0,2023,83.26090384615384,0.0,Low Stress,76
Fire Engineer,178939.97,129784.99,28318.34,2023,62.39662980769231,453.84406316940044,High Stress,27
Police Officer,178806.9,142414.4,23103.87,2023,68.46846153846154,337.4381354694469,High Stress,58
Senr Engineer,178752.04,170974.2,0.0,2023,82.19913461538462,0.0,Low Stress,76
Fire Engineer,178570.01,126513.35,30740.14,2023,60.823725961538464,505.3971869371888,High Stress,27
Police Officer,178538.15,140344.0,6252.47,2023,67.47307692307692,92.66614604115603,Medium Stress,58
Fire Engineer,178504.43,157370.85,20638.7,2023,75.6590625,272.78556352717163,Medium Stress,27
Police Officer,178485.23,151673.6,1291.67,2023,72.92,17.71352166758091,Medium Stress,58
Police Officer,178477.99,74349.6,49249.38,2023,35.745000000000005,1377.7977339488039,High Stress,58
Fire Engineer,178422.03,157370.85,18429.76,2023,75.6590625,243.58958981285286,Medium Stress,27
Police Officer,178285.11,140344.0,15033.22,2023,67.47307692307692,222.8032377586502,Medium Stress,58
Police Officer,178154.81,132830.4,22362.48,2023,63.86076923076923,350.1755501752611,High Stress,58
Division Manager,178124.09,173552.63,0.0,2023,83.43876442307692,0.0,Low Stress,17
Fire Engineer,178120.38,157370.85,12601.17,2023,75.6590625,166.55202408832383,Medium Stress,27
Police Officer,178013.37,127881.6,17114.96,2023,61.48153846153846,278.3755974276205,Medium Stress,58
Fire Fighter,178010.37,113529.61,41786.46,2023,54.58154326923077,765.5785728498495,High Stress,28
Police Officer,177930.02,138225.6,18309.6,2023,66.4546153846154,275.520366704865,Medium Stress,58
Fire Engineer,177881.89,157370.85,13729.62,2023,75.6590625,181.46695909693568,Medium Stress,27
Police Officer,177819.38,116307.2,43217.56,2023,55.91692307692308,772.8887360369779,High Stress,58
Police Officer,177677.81,141264.6,12630.92,2023,67.91567307692308,185.97945699064024,Medium Stress,58
Division Manager,177672.53,174124.59,0.0,2023,83.71374519230768,0.0,Low Stress,17
Police Sergeant,177493.96,13240.0,46007.7,2023,6.365384615384615,7227.79577039275,High Stress,61
Fire Engineer,177329.31,157370.85,13792.72,2023,75.6590625,182.30096361556156,Medium Stress,27
Police Officer,177327.29,142414.4,15553.66,2023,68.46846153846154,227.16532036086238,Medium Stress,58
Police Officer,177221.11,113011.6,39175.2,2023,54.3325,721.0270096167118,High Stress,58
Police Officer,177193.56,151673.6,0.0,2023,72.92,0.0,Low Stress,58
Police Officer,177193.56,151673.6,0.0,2023,72.92,0.0,Low Stress,58
Police Officer,177193.56,151673.6,0.0,2023,72.92,0.0,Low Stress,58
Police Officer,177193.56,151673.6,0.0,2023,72.92,0.0,Low Stress,58
Police Officer,177193.56,151673.6,0.0,2023,72.92,0.0,Low Stress,58
Fire Engineer,177117.77,157370.85,17125.5,2023,75.6590625,226.35094110503945,Medium Stress,27
Police Officer,177080.38,118215.2,48974.7,2023,56.83423076923077,861.7113196949292,High Stress,58
Fire Engineer,177000.95,157370.85,9931.75,2023,75.6590625,131.26979996613096,Medium Stress,27
Police Officer,176990.84,120492.0,42378.38,2023,57.92884615384615,731.5591939713839,High Stress,58
Fire Captain,176947.54,172072.13,4380.53,2023,82.72698557692308,52.95164533617384,Medium Stress,26
Senr Pub Safe Dispatch,176938.17,135723.0,34689.21,2023,65.2514423076923,531.6236511129285,High Stress,81
Senr Engineer,176931.84,171218.4,0.0,2023,82.31653846153846,0.0,Low Stress,76
Fire Fighter,176868.17,124355.98,45058.15,2023,59.78652884615384,753.6505441877424,High Stress,28
Division Manager,176833.09,170858.44,0.0,2023,82.14348076923078,0.0,Low Stress,17
Fire Engineer,176806.33,157370.85,13269.74,2023,75.6590625,175.38863900144148,Medium Stress,27
Fire Engineer,176806.11,157370.85,12497.54,2023,75.6590625,165.18232696843157,Medium Stress,27
Fire Fighter,176484.42,110291.13,43683.34,2023,53.024581730769235,823.831863904196,High Stress,28
Police Officer,176466.45,132830.4,24048.41,2023,63.86076923076923,376.5756393114829,High Stress,58
Fire Engineer,176333.31,157370.85,16341.04,2023,75.6590625,215.98258635573234,Medium Stress,27
Police Officer,176318.74,134480.26,19040.25,2023,64.65397115384616,294.4946715599747,Medium Stress,58
Enterprise Supvr Tech Analyst,176228.86,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Division Manager,176204.97,175136.43,0.0,2023,84.20020673076922,0.0,Low Stress,17
Police Officer,176042.21,137960.8,14250.23,2023,66.32730769230768,214.8471043948716,Medium Stress,58
Senr Engineer,176003.2,168420.48,0.0,2023,80.97138461538462,0.0,Low Stress,76
"Bldg Inspect Combo Cert, Sr FT",175927.26,140178.36,32339.58,2023,67.3934423076923,479.86241528292965,High Stress,12
Fire Engineer,175837.23,157370.85,12300.64,2023,75.6590625,162.57986278907433,Medium Stress,27
Fire Captain,175724.82,163743.59,7882.3,2023,78.72287980769231,100.1271805510066,Medium Stress,26
Senr Engineer,175647.88,168065.16,0.0,2023,80.80055769230769,0.0,Low Stress,76
Fire Engineer,175641.37,157370.85,9445.96,2023,75.6590625,124.84902254769544,Medium Stress,27
Police Officer,175585.71,135673.6,20074.15,2023,65.22769230769231,307.7550238218784,Medium Stress,58
Police Officer,175507.66,120492.0,40127.46,2023,57.92884615384615,692.7025595060253,High Stress,58
Fire Engineer,175468.56,157370.85,9189.75,2023,75.6590625,121.46264698957907,Medium Stress,27
Police Officer,175463.2,120492.0,38586.29,2023,57.92884615384615,666.0980247651297,High Stress,58
Fire Fighter,175443.54,141772.54,25773.83,2023,68.159875,378.1378707047218,High Stress,28
Senr Engineer,175432.39,170254.2,0.0,2023,81.85298076923077,0.0,Low Stress,76
Info Systs Analyst,175428.93,139088.88,34462.67,2023,66.86965384615385,515.3708448870966,High Stress,33
Police Officer,175010.4,124154.4,36071.61,2023,59.68961538461538,604.319692254161,High Stress,58
Division Manager,174975.79,173857.61,0.0,2023,83.58538942307692,0.0,Low Stress,17
Police Officer,174966.31,124154.4,35365.38,2023,59.68961538461538,592.4879859272004,High Stress,58
Division Manager,174925.43,169169.01,0.0,2023,81.33125480769232,0.0,Low Stress,17
Fire Fighter,174866.44,141772.54,21224.56,2023,68.159875,311.3937635595723,Medium Stress,28
Police Officer,174853.69,124154.4,30408.43,2023,59.68961538461538,509.4425521769668,High Stress,58
Police Officer,174776.66,135673.6,27913.46,2023,65.22769230769231,427.93879428274914,High Stress,58
Police Officer,174757.63,137960.8,11418.75,2023,66.32730769230768,172.1575983902674,Medium Stress,58
Police Officer,174649.28,118427.2,40108.56,2023,56.93615384615384,704.4480051879973,High Stress,58
Police Officer,174588.02,144739.2,14164.81,2023,69.58615384615385,203.55788065707145,Medium Stress,58
Fire Engineer,174506.13,157370.85,14513.86,2023,75.6590625,191.83240606503682,Medium Stress,27
Fire Captain,174420.5,144989.93,24516.27,2023,69.70669711538461,351.7060915885676,High Stress,26
Police Officer,174386.16,147288.0,2115.49,2023,70.81153846153846,29.874933463690184,Medium Stress,58
Police Officer,174191.79,143180.0,7731.29,2023,68.83653846153847,112.31375331750243,Medium Stress,58
Police Officer,174168.04,114770.4,46107.94,2023,55.17807692307692,835.6206408621039,High Stress,58
Fire Engineer,174148.82,157370.85,6970.93,2023,75.6590625,92.13608746473696,Medium Stress,27
Fire Engineer,174140.68,157370.85,16274.95,2023,75.6590625,215.10906244707962,Medium Stress,27
Police Officer,174025.03,120492.0,36455.54,2023,57.92884615384615,629.3158317564652,High Stress,58
Police Officer,173882.71,130524.0,19197.02,2023,62.75192307692308,305.9192301798903,Medium Stress,58
Police Officer,173832.97,142159.2,16137.43,2023,68.34576923076924,236.11454200642657,Medium Stress,58
Fire Engineer,173782.92,157370.85,13715.65,2023,75.6590625,181.28231499035556,Medium Stress,27
Fire Engineer,173700.39,157370.85,12265.34,2023,75.6590625,162.11329607738662,Medium Stress,27
Network Engineer,173698.21,132797.28,39700.93,2023,63.844846153846156,621.8345315506461,High Stress,48
Police Officer,173685.79,127142.0,31974.35,2023,61.12596153846154,523.0895219518334,High Stress,58
Police Officer,173680.05,147288.0,14164.83,2023,70.81153846153846,200.03562000977675,Medium Stress,58
Fire Engineer,173384.53,157370.85,9750.96,2023,75.6590625,128.88026467417566,Medium Stress,27
Senr Engineer,173293.38,168065.16,0.0,2023,80.80055769230769,0.0,Low Stress,76
Senr Engineer,173293.38,168065.16,0.0,2023,80.80055769230769,0.0,Low Stress,76
Senr Engineer,173137.98,167981.52,0.0,2023,80.76034615384614,0.0,Low Stress,76
Police Officer,173137.53,120492.0,35248.18,2023,57.92884615384615,608.4737111177506,High Stress,58
Senr Engineer,173039.56,166513.32,0.0,2023,80.05448076923078,0.0,Low Stress,76
Police Lieutenant,173026.0,7300.8,52850.53,2023,3.5100000000000002,15057.131054131052,High Stress,57
Police Officer,173008.99,144112.81,1173.46,2023,69.2850048076923,16.936709512499274,Medium Stress,58
Fire Fighter,172686.26,141772.54,26874.52,2023,68.159875,394.28652121207676,High Stress,28
Fire Engineer,172670.88,157370.85,12678.61,2023,75.6590625,167.57556307283082,Medium Stress,27
Fire Engineer,172585.43,157370.85,5213.55,2023,75.6590625,68.90846684757692,Medium Stress,27
Fire Fighter,172516.76,133680.38,16784.08,2023,64.26941346153846,261.1519087542989,Medium Stress,28
Fire Engineer,172386.51,157370.85,8752.94,2023,75.6590625,115.6892474050944,Medium Stress,27
Fire Engineer,172360.75,157370.85,12368.48,2023,75.6590625,163.47651677550192,Medium Stress,27
Police Officer,172351.28,130292.0,30494.27,2023,62.64038461538462,486.8148589322445,High Stress,58
Police Officer,172280.95,116307.2,41858.19,2023,55.91692307692308,748.57820668024,High Stress,58
Police Officer,172249.94,122349.6,31044.64,2023,58.82192307692308,527.7732922706736,High Stress,58
Fire Engineer,172144.18,157370.85,12101.91,2023,75.6590625,159.95321115695822,Medium Stress,27
Police Officer,172132.62,135673.6,16055.49,2023,65.22769230769231,246.14530166517287,Medium Stress,58
Police Officer,171930.65,120492.0,38717.91,2023,57.92884615384615,668.3701224977593,High Stress,58
Police Officer,171928.54,135673.6,17752.55,2023,65.22769230769231,272.1627789046653,Medium Stress,58
Police Officer,171870.27,137960.8,5403.13,2023,66.32730769230768,81.46162098219206,Medium Stress,58
Police Officer,171788.31,124154.4,32806.15,2023,59.68961538461538,549.6123536499714,High Stress,58
Police Officer,171496.78,118427.2,39003.17,2023,56.93615384615384,685.0334517745923,High Stress,58
Police Officer,171495.96,120492.0,36248.52,2023,57.92884615384615,625.7421372373269,High Stress,58
Police Officer,171460.79,124154.4,30992.27,2023,59.68961538461538,519.2238180845786,High Stress,58
Enterprise Supvr Tech Analyst,171293.74,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Police Officer,171191.84,116307.2,40398.41,2023,55.91692307692308,722.4719776591647,High Stress,58
Fire Engineer,171074.53,157370.85,13208.8,2023,75.6590625,174.58318360738343,Medium Stress,27
Police Officer,170810.85,122349.6,31895.98,2023,58.82192307692308,542.2464674996894,High Stress,58
Enterprise Supvr Tech Analyst,170775.04,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Police Officer,170642.85,147288.0,1308.18,2023,70.81153846153846,18.474107870294933,Medium Stress,58
Fire Fighter,170629.98,124355.98,37542.55,2023,59.78652884615384,627.9432963336384,High Stress,28
Enterprise Supvr Tech Analyst,170424.93,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Fire Engineer,170021.11,156048.39,13477.84,2023,75.02326442307692,179.64880765511262,Medium Stress,27
Police Officer,170004.62,127730.4,20497.82,2023,61.40884615384615,333.7926257179184,High Stress,58
"Bldg Inspect Combo Cert, Sr FT",169908.35,150136.48,16058.58,2023,72.18100000000001,222.47655200121912,Medium Stress,12
Enterprise Supvr Tech Analyst,169737.45,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Police Officer,169701.78,141989.54,8950.21,2023,68.26420192307693,131.11132552440128,Medium Stress,58
Fire Engineer,169675.17,157370.85,9357.9,2023,75.6590625,123.68511703406315,Medium Stress,27
Senr Engineer,169654.4,168609.12,0.0,2023,81.06207692307692,0.0,Low Stress,76
Police Officer,169563.26,144739.2,5130.53,2023,69.58615384615385,73.7291791028277,Medium Stress,58
Police Officer,169546.68,140344.0,10086.63,2023,67.47307692307692,149.49118166790174,Medium Stress,58
Enterprise Supvr Tech Analyst,169524.93,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Fire Engineer,169485.88,157370.85,4727.31,2023,75.6590625,62.48174169485645,Medium Stress,27
Police Officer,169484.4,132830.4,14733.41,2023,63.86076923076923,230.71143954998254,Medium Stress,58
Fire Engineer,169479.94,157370.85,9487.67,2023,75.6590625,125.40031142997574,Medium Stress,27
Fire Fighter,169478.48,107112.49,44489.89,2023,51.49638942307693,863.9419287143824,High Stress,28
Police Officer,169443.17,118427.2,36563.78,2023,56.93615384615384,642.1891457367902,High Stress,58
Senr Engineer,169289.92,158490.96,0.0,2023,76.19757692307692,0.0,Low Stress,76
Fire Engineer,169006.24,157370.85,4872.67,2023,75.6590625,64.40299204077502,Medium Stress,27
Fire Engineer,168970.34,157370.85,9728.67,2023,75.6590625,128.58565356926013,Medium Stress,27
Assoc Engineer,168947.23,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Police Officer,168929.16,124154.4,33811.63,2023,59.68961538461538,566.4574948612373,High Stress,58
Fire Engineer,168736.13,157370.85,1983.7,2023,75.6590625,26.218934446881363,Medium Stress,27
Police Officer,168569.95,135673.6,14343.96,2023,65.22769230769231,219.9059861314213,Medium Stress,58
Enterprise Supvr Tech Analyst,168439.02,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Police Officer,168408.05,135673.6,9484.97,2023,65.22769230769231,145.41323883202037,Medium Stress,58
Fire Engineer,168303.28,157370.85,8311.01,2023,75.6590625,109.84817582163406,Medium Stress,27
Police Officer,168151.31,11438.4,55989.89,2023,5.499230769230769,10181.40397258358,High Stress,58
Police Officer,167992.16,137960.8,14849.62,2023,66.32730769230768,223.88395544241556,Medium Stress,58
Senr Systms Apps Prgmr,167934.76,138595.8,21977.69,2023,66.63259615384615,329.8339141590149,High Stress,83
Fire Engineer,167897.4,129621.8,29423.33,2023,62.31817307692308,472.1468641848825,High Stress,27
Assoc Engineer,167824.77,154879.68,0.0,2023,74.46138461538462,0.0,Low Stress,8
Fire Engineer,167693.01,157370.85,9827.28,2023,75.6590625,129.88900040890672,Medium Stress,27
Police Officer,167689.89,145872.0,0.0,2023,70.13076923076923,0.0,Low Stress,58
"Bldg Inspect Combo Cert, Sr FT",167627.11,148449.84,17877.27,2023,71.37011538461539,250.48677452262663,Medium Stress,12
Senr Engineer,167626.48,157257.24,0.0,2023,75.60444230769231,0.0,Low Stress,76
Police Officer,167613.46,122349.6,27262.22,2023,58.82192307692308,463.4703963069761,High Stress,58
Senr Engineer,167441.52,165636.0,0.0,2023,79.63269230769231,0.0,Low Stress,76
Assoc Engineer,167198.32,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Assoc Engineer,167179.36,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Division Manager,167168.66,160336.36,0.0,2023,77.08478846153845,0.0,Low Stress,17
Enterprise Supvr Tech Analyst,167164.13,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Fire Engineer,167133.86,157370.85,7542.49,2023,75.6590625,99.69050303788788,Medium Stress,27
Police Officer,167040.45,132830.4,20348.42,2023,63.86076923076923,318.6372517134632,Medium Stress,58
Assoc Engineer,166985.16,155463.84,0.0,2023,74.74223076923077,0.0,Low Stress,8
"Bldg Inspect Combo Cert, Sr FT",166968.29,148958.88,15500.44,2023,71.61484615384616,216.44171331041156,Medium Stress,12
"Bldg Inspect Combo Cert, Sr FT",166894.91,148958.88,16636.03,2023,71.61484615384616,232.29862093485124,Medium Stress,12
Police Officer,166738.56,122349.6,28527.19,2023,58.82192307692308,484.97547356100876,High Stress,58
Police Officer,166726.86,136803.6,901.21,2023,65.77096153846153,13.702247601671303,Medium Stress,58
Fire Fighter,166603.79,141772.54,1350.45,2023,68.159875,19.812976476262612,Medium Stress,28
Program Manager,166285.58,156387.0,0.0,2023,75.1860576923077,0.0,Low Stress,63
Police Officer,166262.81,120492.0,29896.44,2023,57.92884615384615,516.088995120008,High Stress,58
Assoc Engineer,166087.43,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Wastewater Operator III,166065.12,115169.6,46820.28,2023,55.370000000000005,845.5893082896874,High Stress,88
Police Officer,166061.89,116307.2,34183.83,2023,55.91692307692308,611.3324574918836,High Stress,58
Senr Engineer,166013.82,158769.6,0.0,2023,76.33153846153846,0.0,Low Stress,76
Senr Engineer,165999.68,164135.76,0.0,2023,78.91142307692309,0.0,Low Stress,76
Enterprise Supvr Tech Analyst,165957.2,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Enterprise Supvr Tech Analyst,165957.2,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Police Officer,165795.04,120492.0,31292.17,2023,57.92884615384615,540.1828635926037,High Stress,58
Enterprise Supvr Tech Analyst,165769.06,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Senr Pub Safe Dispatch,165707.53,132535.2,17412.66,2023,63.71884615384616,273.2733100338627,Medium Stress,81
Enterprise Supvr Tech Analyst,165677.64,157776.96,0.0,2023,75.85430769230769,0.0,Low Stress,22
Fire Fighter,165647.7,115043.89,31562.91,2023,55.3095625,570.6591875500733,High Stress,28
Fire Fighter,165568.32,115043.89,32181.13,2023,55.3095625,581.8366399119502,High Stress,28
Enterprise Supvr Tech Analyst,165402.38,153506.76,0.0,2023,73.80132692307693,0.0,Low Stress,22
Police Officer,165362.56,135673.6,9478.68,2023,65.22769230769231,145.3168073965753,Medium Stress,58
Fire Fighter,165306.89,136394.44,4979.93,2023,65.57425,75.94337716405448,Medium Stress,28
Police Officer,165232.6,125759.2,20986.54,2023,60.46115384615384,347.10783147475496,High Stress,58
Fire Engineer,165186.75,157370.85,7321.02,2023,75.6590625,96.76329256657125,Medium Stress,27
Police Officer,165158.01,118427.2,32325.4,2023,56.93615384615384,567.7482200035128,High Stress,58
Enterprise Supvr Tech Analyst,165057.2,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Enterprise Supvr Tech Analyst,165042.2,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Enterprise Supvr Tech Analyst,165007.2,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Public Safety Radio Disp FT,164992.1,117122.04,36380.11,2023,56.30867307692307,646.083596221514,High Stress,66
Fire Fighter,164957.41,124355.98,31502.13,2023,59.78652884615384,526.9101686947423,High Stress,28
Police Officer,164900.9,137960.8,8137.16,2023,66.32730769230768,122.6818980464016,Medium Stress,58
Police Officer,164777.51,140344.0,5317.46,2023,67.47307692307692,78.8086188223223,Medium Stress,58
Network Engineer,164740.34,136354.68,26715.66,2023,65.55513461538462,407.5296337463445,High Stress,48
Police Officer,164707.45,122349.6,19149.11,2023,58.82192307692308,325.54375984882665,Medium Stress,58
Program Manager,164699.35,154152.6,0.0,2023,74.11182692307693,0.0,Low Stress,63
Fire Fighter,164551.01,141772.54,18960.82,2023,68.159875,278.1815547637081,Medium Stress,28
Fire Engineer,164401.43,157370.85,6433.97,2023,75.6590625,85.03898657216378,Medium Stress,27
Program Manager,164391.73,154152.6,0.0,2023,74.11182692307693,0.0,Low Stress,63
Police Officer,164356.0,120492.0,28130.44,2023,57.92884615384615,485.6033197224712,High Stress,58
"Bldg Inspect Combo Cert, Sr FT",164141.2,148958.88,11885.76,2023,71.61484615384616,165.96782145515593,Medium Stress,12
Police Officer,164140.47,137960.8,6097.6,2023,66.32730769230768,91.93196908107232,Medium Stress,58
Fire Engineer,164105.25,143396.59,9563.21,2023,68.94066826923077,138.71652596480848,Medium Stress,27
Enterprise Supvr Tech Analyst,164091.1,158841.72,0.0,2023,76.36621153846154,0.0,Low Stress,22
Police Officer,164019.74,135328.8,10233.9,2023,65.06192307692307,157.29476652419885,Medium Stress,58
Fire Engineer,164004.99,157370.85,6139.26,2023,75.6590625,81.1437493029999,Medium Stress,27
Police Officer,163959.65,118427.2,28222.04,2023,56.93615384615384,495.6787224556521,High Stress,58
Police Officer,163946.38,135673.6,1674.8,2023,65.22769230769231,25.676211142035,Medium Stress,58
Police Officer,163918.55,137960.8,7994.36,2023,66.32730769230768,120.52893865503825,Medium Stress,58
Police Officer,163905.39,127972.0,21763.09,2023,61.525,353.7275904104023,High Stress,58
Police Officer,163888.19,118427.2,30817.79,2023,56.93615384615384,541.2692624667307,High Stress,58
Assoc Engineer,163849.16,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Fire Fighter,163732.87,115043.89,36098.54,2023,55.3095625,652.6636329838987,High Stress,28
Fire Engineer,163652.01,129621.8,27011.13,2023,62.31817307692308,433.43905423316136,High Stress,27
Police Officer,163645.2,114770.4,35823.34,2023,55.17807692307692,649.2313976425977,High Stress,58
Assoc Engineer,163635.04,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Assoc Engineer,163573.35,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Police Officer,163512.58,127972.0,23578.74,2023,61.525,383.23835839089804,High Stress,58
Enterprise Supvr Tech Analyst,163502.72,159143.04,0.0,2023,76.51107692307693,0.0,Low Stress,22
Community Service Officer II,163439.04,88887.12,61908.23,2023,42.734192307692304,1448.6814107600744,High Stress,15
Info Systs Analyst,163413.47,152441.52,0.0,2023,73.2891923076923,0.0,Low Stress,33
Division Manager,163413.19,156063.39,0.0,2023,75.03047596153847,0.0,Low Stress,17
Police Officer,163315.35,122349.6,24106.47,2023,58.82192307692308,409.8211812707193,High Stress,58
Assoc Engineer,163195.55,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Police Officer,162896.13,124154.4,14798.84,2023,59.68961538461538,247.9298937452076,Medium Stress,58
Info Systs Analyst,162883.46,152441.52,0.0,2023,73.2891923076923,0.0,Low Stress,33
Assoc Engineer,162825.55,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Info Systs Analyst,162723.03,152441.52,0.0,2023,73.2891923076923,0.0,Low Stress,33
"Bldg Inspect Combo Cert, Sr FT",162643.9,148958.88,10143.55,2023,71.61484615384616,141.64032382628008,Medium Stress,12
Police Officer,162639.47,111415.2,37521.69,2023,53.565,700.4889386726408,High Stress,58
Police Officer,162591.27,140079.2,419.58,2023,67.34576923076924,6.23023546679307,Medium Stress,58
Info Systs Analyst,162463.48,152441.52,0.0,2023,73.2891923076923,0.0,Low Stress,33
Division Manager,162299.76,156281.8,0.0,2023,75.13548076923077,0.0,Low Stress,17
Assoc Engineer,162204.86,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Police Officer,162188.15,118427.2,30012.2,2023,56.93615384615384,527.1202561573693,High Stress,58
Assoc Engineer,162049.74,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Info Systs Analyst,161980.62,152441.52,0.0,2023,73.2891923076923,0.0,Low Stress,33
Senr Construction Insp,161874.14,118025.04,42165.46,2023,56.742807692307686,743.0978782129623,High Stress,75
Planner IV,161874.08,154420.44,0.0,2023,74.24059615384616,0.0,Low Stress,53
Senr Engineer,161717.76,156971.64,0.0,2023,75.46713461538462,0.0,Low Stress,76
Assoc Engineer,161711.82,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Info Systs Analyst,161682.27,152441.52,0.0,2023,73.2891923076923,0.0,Low Stress,33
Police Officer,161672.35,130524.0,5457.98,2023,62.75192307692308,86.97709540007968,Medium Stress,58
Assoc Engineer,161654.31,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Fire Fighter,161633.41,141772.54,17489.65,2023,68.159875,256.5974482787711,Medium Stress,28
Police Radio Dispatcher FT,161571.47,118400.52,32638.59,2023,56.92332692307693,573.3781169204324,High Stress,59
Police Officer,161516.04,130524.0,15805.92,2023,62.75192307692308,251.8794520547945,Medium Stress,58
Police Officer,161476.33,142414.4,3476.52,2023,68.46846153846154,50.77549461290431,Medium Stress,58
Fire Fighter,161431.89,141772.54,4503.45,2023,68.159875,66.07186412827194,Medium Stress,28
Senr Maintenance Worker,161421.23,96068.0,60250.93,2023,46.18653846153846,1304.5127867760336,High Stress,79
Fire Engineer,161419.51,114170.35,10000.73,2023,54.88959134615385,182.19720268878913,Medium Stress,27
Fire Engineer,161166.4,157370.85,2066.35,2023,75.6590625,27.311334977221,Medium Stress,27
Police Officer,161099.28,132567.2,12833.9,2023,63.73423076923078,201.365888394716,Medium Stress,58
Fire Fighter,161001.53,124355.98,31944.12,2023,59.78652884615384,534.3029711960776,High Stress,28
Assoc Engineer,160961.78,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Senr Engineer,160946.25,157547.64,0.0,2023,75.7440576923077,0.0,Low Stress,76
Police Officer,160943.12,120492.0,25059.02,2023,57.92884615384615,432.5827573614846,High Stress,58
Assoc Engineer,160911.78,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Fire Fighter,160738.57,119481.37,37218.0,2023,57.442966346153845,647.9122226335369,High Stress,28
Police Officer,160710.9,135673.6,2311.32,2023,65.22769230769231,35.434643143544506,Medium Stress,58
Police Officer,160708.7,127972.0,10237.33,2023,61.525,166.39301097114995,Medium Stress,58
Police Officer,160701.2,127972.0,18834.08,2023,61.525,306.1207639171069,Medium Stress,58
Assoc Engineer,160697.5,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Fire Engineer,160494.69,157370.85,1907.34,2023,75.6590625,25.209670024658312,Medium Stress,27
Assoc Engineer,160491.78,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Police Officer,160430.54,124154.4,21748.13,2023,59.68961538461538,364.3536628585053,High Stress,58
Assoc Engineer,160425.23,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Info Systs Analyst,160372.71,152441.52,0.0,2023,73.2891923076923,0.0,Low Stress,33
Assoc Engineer,160370.64,150613.92,0.0,2023,72.41053846153847,0.0,Low Stress,8
Assoc Engineer,160319.59,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Police Officer,160173.06,135673.6,1365.82,2023,65.22769230769231,20.939266003113353,Medium Stress,58
Fire Fighter,160164.15,141772.54,8912.53,2023,68.159875,130.7591893324335,Medium Stress,28
Police Officer,160150.54,137960.8,6604.3,2023,66.32730769230768,99.57135650126705,Medium Stress,58
Senr Engineer,160018.44,158214.6,0.0,2023,76.06471153846154,0.0,Low Stress,76
Senr Pub Safe Dispatch,159949.49,128945.88,23938.91,2023,61.99321153846154,386.1537320928749,High Stress,81
Assoc Engineer,159929.13,151774.56,0.0,2023,72.96853846153846,0.0,Low Stress,8
Fire Fighter,159759.36,124355.98,27249.15,2023,59.78652884615384,455.7740769683935,High Stress,28
Fire Fighter,159742.61,139066.25,0.0,2023,66.85877403846153,0.0,Low Stress,28
